n_number,first_name,last_name,email,gpa,grad_year,street,city,state,postal_code
N89062,Kyla,Onyon,konyonk3@nyu.edu,1.183,2026,4 Crowley Circle,Dayton,OH,45426
N35842,Vladamir,Yuryshev,vyuryshevk4@nyu.edu,3.255,2026,5 Loftsgordon Lane,Hartford,CT,06145
N64594,Heida,Crummy,hcrummyk5@nyu.edu,1.237,2026,67145 Haas Place,San Mateo,CA,94405
N66287,Denise,Naile,dnailek6@nyu.edu,1.332,2023,629 Calypso Avenue,Corpus Christi,TX,78470
N79437,Garrard,Sydenham,gsydenhamk7@nyu.edu,0.972,2027,77031 Waxwing Circle,Albany,NY,12227
N71772,Elizabeth,Sandland,esandlandk8@nyu.edu,3.517,2026,1274 Maple Wood Court,Topeka,KS,66622
N74185,Jemmy,Greenman,jgreenmank9@nyu.edu,1.654,2025,332 Dennis Junction,Denver,CO,80299
N80364,Elayne,Krzyzanowski,ekrzyzanowskika@nyu.edu,3.983,2024,57151 Carioca Lane,Minneapolis,MN,55480
N63626,Gabriela,Garry,ggarrykb@nyu.edu,1.404,2024,37768 Westridge Road,Houston,TX,77212
N53970,Pearl,Richmond,prichmondkc@nyu.edu,0.688,2027,12 Bartelt Hill,Des Moines,IA,50936
N85256,Flore,Penhall,fpenhallkd@nyu.edu,3.606,2025,4983 Blaine Trail,Albuquerque,NM,87180
N59888,Toinette,Murdie,tmurdieke@nyu.edu,2.503,2025,842 Kedzie Drive,New York City,NY,10280
N77631,Torey,Dismore,tdismorekf@nyu.edu,3.021,2026,14095 Oneill Alley,Lubbock,TX,79491
N88316,Benoite,Tickner,bticknerkg@nyu.edu,0.351,2023,89283 Rutledge Junction,Hartford,CT,06183
N77967,Lazaro,Sheppard,lsheppardkh@nyu.edu,2.38,2026,1 Sunnyside Center,New York City,NY,10120
N47495,Hally,Serchwell,hserchwellki@nyu.edu,2.788,2027,25538 Calypso Junction,Mesquite,TX,75185
N51747,Isacco,Srutton,isruttonkj@nyu.edu,0.499,2023,700 Memorial Way,Juneau,AK,99812
N89209,Amalie,Parkes,aparkeskk@nyu.edu,2.894,2025,9 Clarendon Park,Santa Ana,CA,92725
N72689,Yolanthe,Prestwich,yprestwichkl@nyu.edu,3.306,2027,53 Harbort Drive,Fresno,CA,93773
N43547,Amalita,Thorsby,athorsbykm@nyu.edu,2.488,2024,88130 Welch Pass,Mesa,AZ,85215
N75314,Margareta,Korda,mkordakn@nyu.edu,1.099,2024,35700 Gateway Way,Brooklyn,NY,11225
N38595,Alene,Towey,atoweyko@nyu.edu,0.089,2025,03711 Daystar Pass,Gainesville,GA,30506
N57088,Alayne,Pirazzi,apirazzikp@nyu.edu,1.953,2027,8041 Fieldstone Street,Miami,FL,33175
N70880,Wallis,Halliberton,whallibertonkq@nyu.edu,0.457,2027,60683 Marquette Park,Memphis,TN,38197
N39038,Kent,Duckitt,kduckittkr@nyu.edu,0.924,2027,1 East Hill,Philadelphia,PA,19141
N78237,Steffen,Silverton,ssilvertonks@nyu.edu,2.942,2024,5 Becker Avenue,Fort Myers,FL,33906
N82492,Jesus,Ox,joxkt@nyu.edu,1.974,2023,2033 Paget Center,New York City,NY,10175
N63155,Darrel,Langhor,dlanghorku@nyu.edu,2.52,2025,73 Vera Place,Seattle,WA,98127
N35026,Karoly,Earngy,kearngykv@nyu.edu,1.906,2027,55 Randy Lane,Fullerton,CA,92640
N71319,Kylie,Humbatch,khumbatchkw@nyu.edu,0.564,2027,5 Hintze Hill,Mobile,AL,36616
N58814,Dominica,Mease,dmeasekx@nyu.edu,0.966,2025,05662 Crownhardt Street,Atlanta,GA,30386
N62441,Florencia,Walker,fwalkerky@nyu.edu,2.281,2025,25098 Shopko Terrace,Omaha,NE,68105
N59608,Nana,Skydall,nskydallkz@nyu.edu,3.914,2024,2 Waubesa Point,Miami,FL,33261
N66369,Shelden,Jeayes,sjeayesl0@nyu.edu,1.28,2025,3 Rigney Place,Knoxville,TN,37919
N56276,Alyosha,Dibson,adibsonl1@nyu.edu,2.999,2024,99920 Donald Center,Charlotte,NC,28215
N87663,Collie,McGaughey,cmcgaugheyl2@nyu.edu,0.5,2026,54012 Miller Park,Naperville,IL,60567
N54626,Skell,Parfett,sparfettl3@nyu.edu,2.311,2024,073 Myrtle Crossing,Allentown,PA,18105
N81278,Linoel,O' Mulderrig,lomulderrigl4@nyu.edu,0.026,2024,23 Summerview Center,Brooklyn,NY,11210
N66337,Pavla,Lynde,plyndel5@nyu.edu,0.323,2024,5 Delladonna Court,San Jose,CA,95118
N62431,Nero,Croot,ncrootl6@nyu.edu,0.893,2027,318 Johnson Circle,Bloomington,IN,47405
N65829,Tiffanie,Mixture,tmixturel7@nyu.edu,3.861,2024,7571 Claremont Park,Fort Smith,AR,72905
N86577,Bonni,Macek,bmacekl8@nyu.edu,3.372,2027,706 Spaight Court,Milwaukee,WI,53225
N79546,Edan,Bladen,ebladenl9@nyu.edu,1.937,2023,1094 Mayfield Parkway,Oklahoma City,OK,73157
N75759,Lana,Dietzler,ldietzlerla@nyu.edu,2.984,2023,11522 Waywood Terrace,Dallas,TX,75397
N74932,Wolf,Totman,wtotmanlb@nyu.edu,3.515,2024,7588 Butternut Street,Miami,FL,33164
N59187,Alphonse,Da Costa,adacostalc@nyu.edu,0.318,2023,89 Eastwood Way,Philadelphia,PA,19196
N89389,Ileane,Bramah,ibramahld@nyu.edu,0.815,2023,31144 Fordem Place,Philadelphia,PA,19104
N65583,Guss,Biever,gbieverle@nyu.edu,1.672,2027,55573 Corry Drive,Springfield,MO,65810
N49847,Doy,Francescoccio,dfrancescocciolf@nyu.edu,2.98,2025,50 Eastwood Hill,Louisville,KY,40215
N61111,Ilene,Mundford,imundfordlg@nyu.edu,0.489,2027,0783 Texas Plaza,Harrisburg,PA,17121
N52434,Robinet,Rollins,rrollinslh@nyu.edu,1.491,2026,2270 Moose Pass,Marietta,GA,30066
N81137,Zack,Ogg,zoggli@nyu.edu,3.869,2026,93 Bartelt Road,El Paso,TX,79934
N52751,Twila,Daye,tdayelj@nyu.edu,1.359,2026,4 Reinke Street,Philadelphia,PA,19160
N68820,Candace,Caff,ccafflk@nyu.edu,3.439,2025,9 Farragut Hill,Cincinnati,OH,45233
N71545,Wilone,Habbergham,whabberghamll@nyu.edu,0.995,2027,45913 Northfield Lane,Newport Beach,CA,92662
N85524,Yevette,Lieb,ylieblm@nyu.edu,3.909,2023,108 Almo Terrace,Bloomington,IL,61709
N80935,Debera,Geddes,dgeddesln@nyu.edu,2.163,2026,20716 Monument Trail,Jackson,MS,39204
N61241,Cybill,Lampart,clampartlo@nyu.edu,3.267,2025,0142 Anhalt Way,Washington,DC,20525
N44604,Johnette,Mordanti,jmordantilp@nyu.edu,3.133,2027,2961 Hooker Way,San Bernardino,CA,92415
N60927,Lacee,Hierro,lhierrolq@nyu.edu,0.69,2027,11 Vera Court,Dulles,VA,20189
N58146,Gilly,Spini,gspinilr@nyu.edu,0.327,2024,03567 John Wall Drive,San Bernardino,CA,92410
N71465,Cary,Manshaw,cmanshawls@nyu.edu,2.355,2024,84 Oriole Crossing,Houston,TX,77060
N68263,Wilone,Cleever,wcleeverlt@nyu.edu,2.957,2024,693 Emmet Alley,Chattanooga,TN,37450
N48787,Susanetta,Port,sportlu@nyu.edu,0.177,2027,15 Crescent Oaks Way,Washington,DC,20425
N35696,Berk,Blaxland,bblaxlandlv@nyu.edu,1.054,2023,479 Nelson Junction,Sioux Falls,SD,57193
N84262,Rebeka,Jerschke,rjerschkelw@nyu.edu,0.049,2024,1974 Pankratz Street,Pittsburgh,PA,15220
N39500,Weider,Keywood,wkeywoodlx@nyu.edu,2.379,2027,4785 Dakota Park,Las Vegas,NV,89130
N51908,Loleta,Janata,ljanataly@nyu.edu,3.975,2025,38 Mallory Terrace,Greensboro,NC,27425
N61547,Beltran,Ellph,bellphlz@nyu.edu,3.426,2024,894 Fordem Lane,Boynton Beach,FL,33436
N63490,Bridie,Philimore,bphilimorem0@nyu.edu,0.548,2026,29 Debs Way,Baltimore,MD,21239
N61012,Denni,Hofer,dhoferm1@nyu.edu,3.621,2027,4069 Shelley Court,Hollywood,FL,33023
N59389,Genovera,Maryan,gmaryanm2@nyu.edu,1.124,2024,833 Arizona Street,Pinellas Park,FL,34665
N47985,Juli,Morrish,jmorrishm3@nyu.edu,2.856,2023,98059 Weeping Birch Drive,New Orleans,LA,70124
N41610,Conroy,Clerke,cclerkem4@nyu.edu,0.176,2023,47 Waywood Crossing,Portland,OR,97286
N86758,Alic,Poate,apoatem5@nyu.edu,3.2,2023,65 Corben Junction,San Jose,CA,95133
N85587,Cyrill,Ketts,ckettsm6@nyu.edu,3.826,2027,76 Kinsman Street,Bonita Springs,FL,34135
N72982,Biron,Taggerty,btaggertym7@nyu.edu,1.951,2027,486 Lyons Junction,El Paso,TX,88584
N87616,Basil,Gammidge,bgammidgem8@nyu.edu,2.212,2024,8 Bay Crossing,Omaha,NE,68164
N54038,Hope,Hurton,hhurtonm9@nyu.edu,0.516,2027,21 Petterle Center,Long Beach,CA,90831
N41592,Bertha,Dury,bduryma@nyu.edu,3.841,2024,967 Declaration Point,Los Angeles,CA,90010
N83171,Nicolai,Eagling,neaglingmb@nyu.edu,2.558,2023,98 Butternut Junction,Shawnee Mission,KS,66205
N66619,Gerrilee,Jendrusch,gjendruschmc@nyu.edu,0.241,2024,3406 Oxford Circle,Norman,OK,73071
N73804,Ros,Enterle,renterlemd@nyu.edu,1.037,2024,1 Doe Crossing Circle,Baton Rouge,LA,70883
N36008,Alan,Foggo,afoggome@nyu.edu,1.909,2023,15118 Ilene Junction,Saint Louis,MO,63167
N67655,Jim,Woolner,jwoolnermf@nyu.edu,0.974,2026,12583 Sunnyside Hill,Boston,MA,02109
N40206,Cally,Cullity,ccullitymg@nyu.edu,0.685,2024,2 Melby Center,Albuquerque,NM,87140
N36583,Genvieve,Stanistreet,gstanistreetmh@nyu.edu,0.6,2024,51842 Lawn Court,Tucson,AZ,85725
N65909,Darcy,Hamilton,dhamiltonmi@nyu.edu,0.598,2023,20897 Washington Place,Chattanooga,TN,37416
N66408,Siouxie,Pape,spapemj@nyu.edu,2.847,2023,46217 Golf View Drive,New York City,NY,10039
N54026,Jere,Aleksic,jaleksicmk@nyu.edu,2.887,2024,2 Lukken Place,Washington,DC,20392
N66667,Hannie,Van Bruggen,hvanbruggenml@nyu.edu,1.67,2023,376 Maywood Way,Colorado Springs,CO,80920
N85718,Aveline,Davion,adavionmm@nyu.edu,0.684,2027,1252 Sugar Park,Atlanta,GA,30368
N49922,Theodoric,Erwin,terwinmn@nyu.edu,1.929,2026,5 Tony Plaza,Tyler,TX,75710
N51731,Jinny,Kennan,jkennanmo@nyu.edu,0.493,2023,45 Westport Circle,Kansas City,MO,64149
N66739,Ricki,Speir,rspeirmp@nyu.edu,1.364,2024,34595 Bayside Way,Boston,MA,02119
N64629,Virginie,Mordy,vmordymq@nyu.edu,1.056,2026,02 Wayridge Lane,Lansing,MI,48930
N67734,Nikki,Kenninghan,nkenninghanmr@nyu.edu,3.881,2025,7 Prentice Way,Des Moines,IA,50305
N56191,Deerdre,Sparshutt,dsparshuttms@nyu.edu,3.605,2027,24 Prentice Point,Topeka,KS,66611
N84219,Torey,Oubridge,toubridgemt@nyu.edu,2.094,2024,2993 Chinook Hill,Kansas City,MO,64190
N65488,Vladimir,Stenson,vstensonmu@nyu.edu,1.718,2024,1967 Scott Plaza,Long Beach,CA,90847
N74637,Karlee,Vasilchenko,kvasilchenkomv@nyu.edu,0.922,2025,34159 Ronald Regan Center,Sandy,UT,84093
N70317,Garreth,Colebrook,gcolebrookmw@nyu.edu,3.754,2025,00 Continental Parkway,Toledo,OH,43610
N59321,Waldo,Timmermann,wtimmermannmx@nyu.edu,3.157,2027,106 Delaware Drive,Mobile,AL,36628
N65550,Evy,Romagnosi,eromagnosimy@nyu.edu,0.008,2024,016 Mayer Drive,Pinellas Park,FL,34665
N75765,Karisa,Bellay,kbellaymz@nyu.edu,3.057,2024,6624 Grasskamp Park,Miami,FL,33190
N84055,Fidelio,Klambt,fklambtn0@nyu.edu,1.249,2027,44364 Old Shore Hill,New York City,NY,10110
N86259,Melany,Huffa,mhuffan1@nyu.edu,3.213,2025,2202 Annamark Alley,Pittsburgh,PA,15230
N74586,Doloritas,Antczak,dantczakn2@nyu.edu,0.092,2025,73 Maryland Parkway,Las Vegas,NV,89135
N84109,Cecilla,Bertl,cbertln3@nyu.edu,1.121,2027,6943 Dawn Plaza,Pittsburgh,PA,15205
N63201,Allie,Betton,abettonn4@nyu.edu,3.461,2023,80401 Schmedeman Place,Phoenix,AZ,85045
N35825,Susanna,Veivers,sveiversn5@nyu.edu,3.725,2026,9 Gateway Drive,Akron,OH,44315
N71681,Cherri,Masselin,cmasselinn6@nyu.edu,0.819,2026,374 Ilene Alley,Brooklyn,NY,11241
N73873,Patsy,Long,plongn7@nyu.edu,2.33,2024,31 Orin Point,Trenton,NJ,08650
N51523,Renee,Cordel,rcordeln8@nyu.edu,2.403,2025,5713 Merrick Hill,Fort Wayne,IN,46896
N82033,Dewey,Segot,dsegotn9@nyu.edu,3.328,2026,29 Dunning Pass,Colorado Springs,CO,80930
N34592,Keary,Pickaver,kpickaverna@nyu.edu,1.869,2023,0 Haas Crossing,Carson City,NV,89714
N84505,Ianthe,Fehners,ifehnersnb@nyu.edu,3.243,2026,7 Welch Point,Bakersfield,CA,93381
N83867,Putnam,Bearham,pbearhamnc@nyu.edu,1.074,2024,8 Dexter Trail,Kansas City,MO,64125
N73659,Dee dee,Oldridge,doldridgend@nyu.edu,0.209,2027,0446 4th Trail,Oklahoma City,OK,73157
N79179,Querida,Jandl,qjandlne@nyu.edu,0.615,2024,178 Linden Place,Sacramento,CA,94297
N82742,Connie,Briscoe,cbriscoenf@nyu.edu,1.99,2026,2 Straubel Way,San Diego,CA,92196
N83201,Rozele,Stearns,rstearnsng@nyu.edu,2.814,2026,945 Forster Way,Athens,GA,30610
N81207,Blondelle,Petrelli,bpetrellinh@nyu.edu,3.867,2025,05283 Bowman Circle,Rochester,NY,14652
N83921,Ryan,Cornely,rcornelyni@nyu.edu,0.809,2025,634 Becker Road,Los Angeles,CA,90060
N83632,Temp,Scrymgeour,tscrymgeournj@nyu.edu,2.617,2025,06 Dixon Court,Abilene,TX,79699
N56437,Dyanna,Somerville,dsomervillenk@nyu.edu,3.157,2026,732 Darwin Alley,El Paso,TX,79989
N45834,Marietta,Gleadhell,mgleadhellnl@nyu.edu,0.112,2025,0 Monument Pass,Canton,OH,44720
N78401,Albina,Elvey,aelveynm@nyu.edu,1.84,2023,01694 Surrey Drive,Santa Monica,CA,90405
N86351,Hank,Cleverly,hcleverlynn@nyu.edu,0.264,2023,27 Pawling Terrace,Washington,DC,20508
N74011,Brooke,Weekes,bweekesno@nyu.edu,1.364,2027,07650 Arkansas Street,Atlanta,GA,30368
N56800,Stephani,Reneke,srenekenp@nyu.edu,1.986,2026,722 Village Trail,Shreveport,LA,71130
N39708,Artair,O' Mahony,aomahonynq@nyu.edu,1.132,2025,92574 Lillian Plaza,Sioux Falls,SD,57198
N70472,Lilly,Bentje,lbentjenr@nyu.edu,1.208,2025,01 Weeping Birch Trail,Greensboro,NC,27455
N72320,Aleta,Mault,amaultns@nyu.edu,0.013,2023,3 Anzinger Crossing,West Palm Beach,FL,33405
N46190,Forester,Giacubbo,fgiacubbont@nyu.edu,2.791,2023,8 Texas Avenue,Knoxville,TN,37924
N46205,Abba,Dottrell,adottrellnu@nyu.edu,0.231,2024,24141 Village Green Hill,Syracuse,NY,13251
N56301,Rainer,Featherstone,rfeatherstonenv@nyu.edu,1.962,2027,137 Thackeray Trail,Newark,DE,19725
N76893,Brennan,Thamelt,bthameltnw@nyu.edu,3.533,2024,25656 Manitowish Avenue,Fullerton,CA,92640
N61460,Marti,Moscrop,mmoscropnx@nyu.edu,1.625,2027,79 Walton Trail,Corpus Christi,TX,78415
N37601,Merrill,Blanpein,mblanpeinny@nyu.edu,2.57,2027,757 Fuller Hill,San Diego,CA,92105
N89026,Rozalie,Gueny,rguenynz@nyu.edu,3.293,2025,993 Kensington Hill,Lake Worth,FL,33467
N73190,Minetta,Rechert,mrecherto0@nyu.edu,3.76,2024,82 Chive Hill,Chicago,IL,60646
N78678,Ardeen,Pigford,apigfordo1@nyu.edu,0.991,2025,59 Tennessee Circle,Detroit,MI,48295
N78768,Rustin,Glenister,rglenistero2@nyu.edu,3.639,2024,5731 Bellgrove Center,Beaumont,TX,77713
N58753,Sanson,Williams,swilliamso3@nyu.edu,0.197,2027,26398 Anthes Plaza,Colorado Springs,CO,80951
N70994,Nikolos,Dominichelli,ndominichellio4@nyu.edu,3.447,2027,8 Saint Paul Crossing,Cambridge,MA,02142
N54187,Nancee,Micheu,nmicheuo5@nyu.edu,1.737,2025,13939 Golf View Trail,Salem,OR,97312
N81160,Paddie,Korneev,pkorneevo6@nyu.edu,2.935,2027,089 Tomscot Road,Springfield,IL,62711
N35792,Jed,Casolla,jcasollao7@nyu.edu,2.374,2025,5517 Nancy Road,Humble,TX,77346
N75401,Filmore,Nansom,fnansomo8@nyu.edu,0.619,2025,176 Forest Run Plaza,Boise,ID,83727
N82089,Dwight,Beal,dbealo9@nyu.edu,3.688,2026,8833 Loftsgordon Parkway,Stockton,CA,95219
N65316,Hermy,Tanzig,htanzigoa@nyu.edu,0.463,2023,652 Nancy Avenue,Aiken,SC,29805
N37581,Sherm,Schirach,sschirachob@nyu.edu,0.533,2024,3 Kropf Drive,Raleigh,NC,27621
N79650,Bethina,Sharphouse,bsharphouseoc@nyu.edu,2.037,2027,2383 Sauthoff Pass,Buffalo,NY,14205
N38035,Winslow,Hofton,whoftonod@nyu.edu,2.72,2023,81204 Lien Lane,Tampa,FL,33661
N86871,Robina,Brand,rbrandoe@nyu.edu,3.284,2026,76652 Claremont Point,Wichita,KS,67260
N49384,Gennifer,Bulmer,gbulmerof@nyu.edu,0.078,2024,95609 Bowman Way,Syracuse,NY,13251
N44921,Margalo,Eilhersen,meilhersenog@nyu.edu,0.368,2025,0054 School Road,Rochester,MN,55905
N34820,Delly,Drissell,ddrisselloh@nyu.edu,1.306,2023,97061 Moose Junction,San Jose,CA,95133
N89192,Jethro,Bayford,jbayfordoi@nyu.edu,3.091,2023,52 Clarendon Center,Little Rock,AR,72204
N60712,Dudley,Tarling,dtarlingoj@nyu.edu,0.346,2025,2 Dahle Hill,Austin,TX,78759
N88910,Robbie,Garcia,rgarciaok@nyu.edu,2.812,2026,63022 Ilene Circle,Riverside,CA,92505
N49793,Stephen,Ash,sashol@nyu.edu,2.456,2026,2 Kim Way,Miami,FL,33169
N67323,Waylin,Dreng,wdrengom@nyu.edu,0.46,2026,49563 Haas Road,Tulsa,OK,74116
N59860,Adlai,Busst,abusston@nyu.edu,2.102,2024,7 Trailsway Circle,Greensboro,NC,27425
N71530,Nellie,Gamet,ngametoo@nyu.edu,2.83,2025,83984 Walton Parkway,Charlotte,NC,28278
N52747,Madlin,Sloley,msloleyop@nyu.edu,3.681,2027,27486 Bayside Street,Waltham,MA,02453
N64700,Neille,Friday,nfridayoq@nyu.edu,1.678,2024,53246 Atwood Junction,Falls Church,VA,22047
N50760,Astrid,Ferrolli,aferrollior@nyu.edu,2.017,2027,80 Rutledge Way,Newark,NJ,07112
N71949,Thatch,Wikey,twikeyos@nyu.edu,0.112,2024,33 Arapahoe Circle,Brooklyn,NY,11247
N37890,Megen,Ducket,mducketot@nyu.edu,2.962,2024,43 Gale Lane,Albany,NY,12242
N74934,Lyn,MacEvilly,lmacevillyou@nyu.edu,0.567,2025,0325 Onsgard Terrace,Grand Rapids,MI,49505
N64868,Marge,Proudler,mproudlerov@nyu.edu,3.87,2026,8 Washington Junction,Austin,TX,78732
N35329,Christan,Birnie,cbirnieow@nyu.edu,3.527,2026,7516 Lotheville Circle,Fresno,CA,93773
N39879,Kimberli,Stevens,kstevensox@nyu.edu,1.819,2024,6198 Mosinee Place,Harrisburg,PA,17110
N53133,Dylan,Rolland,drollandoy@nyu.edu,2.698,2024,57 Iowa Road,Staten Island,NY,10310
N81090,Margy,Cottem,mcottemoz@nyu.edu,0.186,2027,39128 Elgar Alley,Glendale,CA,91210
N47211,Jillene,Deveral,jdeveralp0@nyu.edu,2.562,2023,8 Eliot Alley,Columbus,OH,43210
N60221,Terry,Barnewell,tbarnewellp1@nyu.edu,3.347,2025,43 Springs Street,Los Angeles,CA,90094
N57281,Alvinia,MacArthur,amacarthurp2@nyu.edu,0.029,2026,7572 Anzinger Center,New Brunswick,NJ,08922
N54327,Sydelle,Richichi,srichichip3@nyu.edu,3.057,2026,780 Weeping Birch Alley,Kansas City,MO,64193
N36435,Genni,Moorcroft,gmoorcroftp4@nyu.edu,3.524,2026,8 Darwin Park,Albuquerque,NM,87201
N68627,Micah,Enos,menosp5@nyu.edu,2.484,2026,888 Forest Run Point,New York City,NY,10090
N77873,Maggie,Cannaway,mcannawayp6@nyu.edu,1.253,2027,3908 Spaight Drive,Portland,OR,97229
N41001,Irv,Turbefield,iturbefieldp7@nyu.edu,3.187,2023,3 Londonderry Place,Concord,CA,94522
N40463,Mignonne,Rann,mrannp8@nyu.edu,2.093,2024,490 Washington Alley,Washington,DC,20057
N49630,Karita,Shawel,kshawelp9@nyu.edu,3.975,2025,2 Twin Pines Junction,Columbus,GA,31904
N80470,Emmeline,Brandon,ebrandonpa@nyu.edu,2.895,2027,77936 Forest Circle,Roanoke,VA,24034
N36363,Tobin,Kynoch,tkynochpb@nyu.edu,3.679,2024,70175 Loeprich Place,Bronx,NY,10464
N56392,Grace,Wolfer,gwolferpc@nyu.edu,1.184,2027,48 Laurel Pass,Huntington,WV,25716
N72235,Curry,Mockford,cmockfordpd@nyu.edu,2.941,2026,1 Laurel Drive,Springfield,MA,01105
N59257,Doy,Tumbridge,dtumbridgepe@nyu.edu,1.754,2024,4 Oxford Park,Dayton,OH,45432
N58088,Anatola,Shackleford,ashacklefordpf@nyu.edu,1.632,2027,29614 Northview Court,Huntsville,AL,35810
N68439,Kale,Sawday,ksawdaypg@nyu.edu,3.062,2026,6327 Mccormick Street,Stockton,CA,95298
N86687,Ulrike,Kingham,ukinghamph@nyu.edu,3.315,2026,44819 Stephen Crossing,Orlando,FL,32813
N82451,Marcello,Stower,mstowerpi@nyu.edu,2.377,2025,7403 Farmco Lane,Cleveland,OH,44177
N57450,Hillary,Enderby,henderbypj@nyu.edu,2.346,2027,929 Harbort Road,Port Saint Lucie,FL,34985
N53061,Reuven,Lammin,rlamminpk@nyu.edu,3.32,2025,1364 Helena Avenue,Amarillo,TX,79182
N45441,Abel,Isard,aisardpl@nyu.edu,2.277,2027,7 Hagan Crossing,South Lake Tahoe,CA,96154
N35985,Alexis,Pitrelli,apitrellipm@nyu.edu,0.864,2026,09609 Washington Park,Philadelphia,PA,19115
N68510,Fletch,Mournian,fmournianpn@nyu.edu,2.791,2026,69 Florence Point,Fort Wayne,IN,46857
N78342,Gordon,Fifoot,gfifootpo@nyu.edu,0.667,2025,05783 Meadow Valley Plaza,Lakeland,FL,33811
N86071,Barrie,Kevis,bkevispp@nyu.edu,0.171,2023,6107 Carberry Hill,Ventura,CA,93005
N68716,Brit,Skully,bskullypq@nyu.edu,1.847,2023,832 Michigan Terrace,Pittsburgh,PA,15215
N80100,Maureene,Tirte,mtirtepr@nyu.edu,0.165,2026,860 Swallow Trail,Atlanta,GA,31136
N35375,Bevin,Vardey,bvardeyps@nyu.edu,0.667,2025,96 Mccormick Place,Athens,GA,30610
N58931,Bearnard,Hull,bhullpt@nyu.edu,2.279,2027,507 School Avenue,Omaha,NE,68144
N63901,Waly,Chater,wchaterpu@nyu.edu,2.196,2023,015 Oak Valley Road,Decatur,IL,62525
N59071,Gaston,Leel,gleelpv@nyu.edu,1.773,2026,9 Red Cloud Avenue,Richmond,VA,23293
N71199,Elbertina,Threadgold,ethreadgoldpw@nyu.edu,3.266,2026,3 Russell Point,Austin,TX,78783
N42157,Hermina,Dressel,hdresselpx@nyu.edu,0.673,2026,14 Randy Crossing,Tucson,AZ,85754
N39496,Lionel,Bilbey,lbilbeypy@nyu.edu,3.987,2023,75374 Bayside Way,Newark,DE,19725
N55341,Jeanie,Tomkys,jtomkyspz@nyu.edu,3.789,2026,93066 Golf Course Park,Portland,ME,04109
N70837,Ermina,Routh,erouthq0@nyu.edu,2.039,2027,1117 Swallow Lane,San Antonio,TX,78220
N47281,Eldridge,Woffenden,ewoffendenq1@nyu.edu,2.473,2026,806 Blackbird Avenue,Hartford,CT,06160
N54274,Cherida,Prodrick,cprodrickq2@nyu.edu,1.542,2024,6 American Ash Trail,Long Beach,CA,90840
N49340,Lay,Donoghue,ldonoghueq3@nyu.edu,0.495,2026,13855 Butterfield Drive,Irvine,CA,92619
N54952,Phaedra,Willarton,pwillartonq4@nyu.edu,0.675,2027,43437 Amoth Terrace,Tampa,FL,33605
N40991,Linet,Squire,lsquireq5@nyu.edu,0.672,2025,8 6th Court,Omaha,NE,68105
N61420,Jessi,Karchewski,jkarchewskiq6@nyu.edu,1.951,2026,6931 Ronald Regan Hill,Minneapolis,MN,55458
N61091,Latia,Inseal,linsealq7@nyu.edu,1.099,2024,09963 Oxford Crossing,New York City,NY,10090
N55246,Emilee,Grindley,egrindleyq8@nyu.edu,1.652,2026,5327 Crescent Oaks Court,Tampa,FL,33661
N58897,Hershel,Fenech,hfenechq9@nyu.edu,3.039,2023,3 Hazelcrest Lane,Montgomery,AL,36177
N83922,Emanuele,Dodwell,edodwellqa@nyu.edu,0.889,2027,7 Briar Crest Court,Bethlehem,PA,18018
N53353,Rebeca,Cremin,rcreminqb@nyu.edu,2.014,2025,5 Express Hill,Tampa,FL,33661
N62329,Jules,Worrell,jworrellqc@nyu.edu,3.07,2025,405 Ryan Junction,Oakland,CA,94627
N77208,Artus,Leipelt,aleipeltqd@nyu.edu,2.184,2027,1500 3rd Hill,Naperville,IL,60567
N65199,Florentia,Lettley,flettleyqe@nyu.edu,2.151,2027,23649 Springview Way,Orange,CA,92668
N80091,Dwain,Ashingden,dashingdenqf@nyu.edu,0.594,2025,46 Crowley Point,San Bernardino,CA,92415
N43823,Horten,Greber,hgreberqg@nyu.edu,1.617,2027,16 Iowa Park,Tampa,FL,33633
N76479,Otha,Pendre,opendreqh@nyu.edu,1.21,2025,11252 Hagan Center,Dayton,OH,45414
N71244,Mattias,Rafe,mrafeqi@nyu.edu,2.923,2027,90 Stuart Road,Jackson,MS,39236
N83443,Helenelizabeth,Overlow,hoverlowqj@nyu.edu,2.845,2023,25274 Magdeline Plaza,Spartanburg,SC,29305
N48070,Margarethe,Nisby,mnisbyqk@nyu.edu,0.461,2026,469 Rowland Circle,Rockford,IL,61105
N44860,Rockie,Tidder,rtidderql@nyu.edu,2.55,2023,0 Surrey Terrace,West Palm Beach,FL,33411
N72521,Benjy,Pead,bpeadqm@nyu.edu,2.246,2023,0091 3rd Pass,Saint Paul,MN,55103
N50618,Jinny,Lesaunier,jlesaunierqn@nyu.edu,2.608,2023,40165 Bartillon Avenue,Oakland,CA,94660
N54961,Cammie,Corneil,ccorneilqo@nyu.edu,1.165,2026,9 Haas Circle,Washington,DC,20599
N83152,Onofredo,Orrock,oorrockqp@nyu.edu,0.547,2024,258 Sachtjen Junction,Austin,TX,78769
N87927,Sauveur,Vlasyuk,svlasyukqq@nyu.edu,2.755,2025,833 Ridge Oak Way,El Paso,TX,79934
N69106,Vidovik,Haggas,vhaggasqr@nyu.edu,2.544,2027,63 Northwestern Center,Fargo,ND,58122
N55267,Neile,Kerrod,nkerrodqs@nyu.edu,1.423,2026,3368 Blackbird Avenue,Las Vegas,NV,89193
